LU,post_id,gold
love,1179099306894282752_twitter,0
perfect,1179099306894282752_twitter,0
<user>,1178788946911879169_twitter,0
thousands,1178788946911879169_twitter,0
muslim,1178788946911879169_twitter,0
pakistani,1178788946911879169_twitter,0
girls,1178788946911879169_twitter,0
gang,1178788946911879169_twitter,0
gangs,1178788946911879169_twitter,0
families,1178788946911879169_twitter,0
christian,1178788946911879169_twitter,0
men,1178788946911879169_twitter,0
britain,1178788946911879169_twitter,0
europe,1178788946911879169_twitter,0
planet,1178788946911879169_twitter,0
earth,1178788946911879169_twitter,0
answer,1178788946911879169_twitter,0
towns,1178788946911879169_twitter,0
minority,1178788946911879169_twitter,0
paki,1178788946911879169_twitter,0
population,1178788946911879169_twitter,0
rape,1178788946911879169_twitter,0
jihad,1178788946911879169_twitter,0
<user>,1178996720962871297_twitter,0
<number>,1178996720962871297_twitter,0
children,1178996720962871297_twitter,0
county,1178996720962871297_twitter,0
aliens,1178996720962871297_twitter,0
rapists,1178996720962871297_twitter,0
country,1178996720962871297_twitter,0
shame,1178996720962871297_twitter,0
ice,1178996720962871297_twitter,0
catch,1178996720962871297_twitter,0
criminals,1178996720962871297_twitter,0
innocent,1178996720962871297_twitter,0
lives,1178996720962871297_twitter,0
dykes,1179052152859369472_twitter,1
exist,1179052152859369472_twitter,0
w,1178701295470940160_twitter,0
redneck,1178701295470940160_twitter,1
professor,1178701295470940160_twitter,0
day,1178701295470940160_twitter,0
atheist,1178701295470940160_twitter,0
name,1178818470504534019_twitter,0
bc,1178818470504534019_twitter,0
kinda,1178818470504534019_twitter,0
gay,1178818470504534019_twitter,0
think,23331753_gab,0
mudshark,23331753_gab,1
<user>,23331753_gab,1
looks,23331753_gab,0
<user>,1179098438492835840_twitter,0
slut,1179098438492835840_twitter,1
chris,1178852301638967297_twitter,0
beast,1178852301638967297_twitter,0
bitch,1179082530764591106_twitter,1
thru,1179082530764591106_twitter,0
cat,1179078852901036033_twitter,0
guy,1178951617984548864_twitter,0
talk,1178951617984548864_twitter,0
ghetto,1178951617984548864_twitter,0
love,1178951617984548864_twitter,0
trash,1178951617984548864_twitter,0
<number>,1178951617984548864_twitter,0
seconds,1178951617984548864_twitter,0
status,1178951617984548864_twitter,0
comments,1178951617984548864_twitter,0
please,1178951617984548864_twitter,0
hypocrites,1178951617984548864_twitter,0
dumb,14288949_gab,0
nigger,14288949_gab,1
bitch,14288949_gab,1
woke,1178699187480924161_twitter,0
today,1178699187480924161_twitter,0
bernie,1178699187480924161_twitter,0
queer,1178699187480924161_twitter,0
eye,1178699187480924161_twitter,0
guys,1178699187480924161_twitter,0
anything,1178699187480924161_twitter,0
guy,1178699187480924161_twitter,0
group,1178699187480924161_twitter,0
belong,1178699187480924161_twitter,0
build,1178699187480924161_twitter,0
movement,1178699187480924161_twitter,0
bitch,1179029931998756864_twitter,1
line,1179029931998756864_twitter,0
waste,1179029931998756864_twitter,0
time,1179029931998756864_twitter,0
smoke,1179029931998756864_twitter,0
eyes,1179029931998756864_twitter,0
sides,1179029931998756864_twitter,0
lies,1179029931998756864_twitter,0
dude,7092263_gab,0
punch,7092263_gab,0
kike,7092263_gab,1
pure,7092263_gab,0
cancer,7092263_gab,0
moslems,19619156_gab,1
koran,19619156_gab,1
sandnigger,19619156_gab,1
book,19619156_gab,0
nothing,19619156_gab,0
human,19619156_gab,0
development,19619156_gab,0
blacks,18439758_gab,0
commit,18439758_gab,0
crimes,18439758_gab,0
understand,18439758_gab,0
enjoy,18439758_gab,0
nigger,18439758_gab,1
community,18439758_gab,0
idiot,11947876_gab,0
reason,11947876_gab,0
stay,11947876_gab,0
muzzie,11947876_gab,1
sweden,11947876_gab,0
swedes,11947876_gab,0
crazy,11947876_gab,0
alt,17753551_gab,0
right,17753551_gab,0
god,17753551_gab,0
bunch,17753551_gab,0
nigger,17753551_gab,1
countries,17753551_gab,0
shitholes,17753551_gab,0
globalist,17753551_gab,0
kikes,17753551_gab,1
trump,17753551_gab,0
immigration,17753551_gab,0
policies,17753551_gab,0
cheap,17753551_gab,0
shah,22991916_gab,0
mp,22991916_gab,0
vile,22991916_gab,0
labour,22991916_gab,0
pakistani,22991916_gab,0
comment,22991916_gab,0
children,22991916_gab,0
paki,22991916_gab,1
filth,22991916_gab,1
mouths,22991916_gab,0
shut,22991916_gab,0
diversity,22991916_gab,0
<number>,22991916_gab,0
yr,22991916_gab,0
left,22991916_gab,0
war,1178637505710583810_twitter,0
part,1178637505710583810_twitter,0
redneck,1178637505710583810_twitter,1
revenge,1178637505710583810_twitter,0
week,1178637505710583810_twitter,0
part,1179004417309323264_twitter,0
lgbtq,1179004417309323264_twitter,0
community,1179004417309323264_twitter,0
morons,1179004417309323264_twitter,0
nigga,1179059983033520129_twitter,0
<user>,1178873953332465664_twitter,0
gay,1178873953332465664_twitter,0
faggotry,1178873953332465664_twitter,1
paid,1179055114046365696_twitter,0
ticket,1179055114046365696_twitter,0
today,1179055114046365696_twitter,0
chicago,1179055114046365696_twitter,0
kiss,1179055114046365696_twitter,0
ass,1179055114046365696_twitter,0
broke,1179055114046365696_twitter,0
bitch,1179055114046365696_twitter,0
stop,1179055114046365696_twitter,0
money,1179055114046365696_twitter,0
hate,1179080044603420672_twitter,0
front,1179080044603420672_twitter,0
paid,1179080044603420672_twitter,0
<number>,1179080044603420672_twitter,0
day,1179080044603420672_twitter,0
<user>,1179080044603420672_twitter,0
dumb,1179080044603420672_twitter,0
asses,1179080044603420672_twitter,0
bc,1179080044603420672_twitter,0
nobody,1179080044603420672_twitter,0
<user>,1178631556946157568_twitter,0
room,1178631556946157568_twitter,0
wife,1178631556946157568_twitter,0
sister,1178631556946157568_twitter,0
mother,1178631556946157568_twitter,0
feel,1178631556946157568_twitter,0
women,1178631556946157568_twitter,0
world,1178631556946157568_twitter,0
non,1178631556946157568_twitter,0
irony,1178631556946157568_twitter,0
male,1178631556946157568_twitter,0
privilege,1178631556946157568_twitter,0
trip,1178631556946157568_twitter,0
kike,21979713_gab,1
sell,21979713_gab,0
nigger,21979713_gab,1
things,21979713_gab,0
<user>,1178778213348237312_twitter,0
call,1178778213348237312_twitter,0
names,1178778213348237312_twitter,0
sorry,1178778213348237312_twitter,0
desperate,1178778213348237312_twitter,0
trailer,1178778213348237312_twitter,1
trash,1178778213348237312_twitter,1
shoot,19330428_gab,0
crowd,19330428_gab,0
defend,19330428_gab,0
nigger,19330428_gab,1
faggot,19330428_gab,1
glad,19330428_gab,0
life,19330428_gab,0
yes,9134999_gab,0
raghead,9134999_gab,1
put,9134999_gab,0
left,9134999_gab,0
hand,9134999_gab,0
<user>,1178725881793204224_twitter,0
negro,1178725881793204224_twitter,0
sounds,1178725881793204224_twitter,0
thing,17729336_gab,0
continue,17729336_gab,0
congress,17729336_gab,0
money,17729336_gab,0
years,17729336_gab,0
funds,17729336_gab,0
create,17729336_gab,0
wetback,17729336_gab,1
applies,17729336_gab,0
visa,17729336_gab,0
dies,17729336_gab,0
mean,17729336_gab,0
play,17729336_gab,0
gop,17729336_gab,0
votes,17729336_gab,0
cry,15945623_gab,0
bitch,15945623_gab,1
nigger,15945623_gab,1
faggot,15945623_gab,1
iq,8205555_gab,0
moslem,8205555_gab,1
<number>,8205555_gab,0
muslim,8205555_gab,0
religion,8205555_gab,0
peace,8205555_gab,0
teaches,8205555_gab,0
muslims,8205555_gab,0
hate,8205555_gab,0
age,8205555_gab,0
life,8205555_gab,0
word,11947712_gab,0
nigger,11947712_gab,1
whore,11947712_gab,1
sorry,11947712_gab,0
date,11947712_gab,0
mudsharks,11947712_gab,1
bro,21155705_gab,0
yid,21155705_gab,1
news,20978633_gab,0
refugees,20978633_gab,0
migrants,20978633_gab,0
dumb,20978633_gab,1
kike,20978633_gab,1
bitch,20978633_gab,1
n,20978633_gab,0
v,20978633_gab,0
e,20978633_gab,0
r,20978633_gab,0
fuck,20978633_gab,0
shoot,20978633_gab,0
em,20978633_gab,0
heard,21357074_gab,0
filthy,21357074_gab,1
kike,21357074_gab,1
show,21357074_gab,0
yesterday,21357074_gab,0
right,21357074_gab,0
hand,21357074_gab,0
guys,21357074_gab,0
public,20914058_gab,0
drop,20914058_gab,0
twist,20914058_gab,0
wind,20914058_gab,0
nigger,20914058_gab,1
woman,20914058_gab,0
moslem,24384817_gab,0
gun,24384817_gab,0
fire,24384817_gab,0
<user>,24667811_gab,0
job,24667811_gab,0
thot,24667811_gab,1
sad,24667811_gab,0
hearing,24667811_gab,0
girl,24667811_gab,0
age,24667811_gab,0
society,24667811_gab,0
time,24667811_gab,0
nigger,24667811_gab,1
test,24667811_gab,0
front,24667811_gab,0
line,24667811_gab,0
fight,24667811_gab,0
speech,24667811_gab,0
lol,16038579_gab,0
tell,16038579_gab,0
ya,16038579_gab,0
school,16038579_gab,0
heard,16038579_gab,0
time,16038579_gab,0
imagine,1178850274359861252_twitter,0
mean,1178850274359861252_twitter,0
friend,1178850274359861252_twitter,0
start,1178850274359861252_twitter,0
person,1178850274359861252_twitter,0
right,1178850274359861252_twitter,0
dyke,1178850274359861252_twitter,0
move,1178850274359861252_twitter,0
cop,12190462_gab,0
nigger,12190462_gab,1
bunch,12190462_gab,0
people,12190462_gab,0
riot,12190462_gab,0
streets,12190462_gab,0
friends,12190462_gab,0
look,12190462_gab,0
hip,12190462_gab,0
protest,12190462_gab,0
rights,12190462_gab,0
hate,1178881335169081344_twitter,0
tweet,1178881335169081344_twitter,0
stop,1179014958367031298_twitter,0
couple,1179014958367031298_twitter,0
times,1179014958367031298_twitter,0
chong,1179014958367031298_twitter,1
excuse,1179014958367031298_twitter,0
wtf,1179014958367031298_twitter,0
everyone,1179014958367031298_twitter,0
comments,1179014958367031298_twitter,0
love,1179014958367031298_twitter,0
im,1179018126333239298_twitter,0
cause,1179018126333239298_twitter,0
time,1179018126333239298_twitter,0
hoe,1179018126333239298_twitter,0
wont,1179018126333239298_twitter,0
stay,1179018126333239298_twitter,0
head,1179018126333239298_twitter,0
shit,1179018126333239298_twitter,0
hold,1179018126333239298_twitter,0
<number>,1179018126333239298_twitter,0
nigga,1178822884950708224_twitter,0
works,1178822884950708224_twitter,0
bag,1178822884950708224_twitter,0
needs,1178822884950708224_twitter,0
girl,1178822884950708224_twitter,0
likes,1178822884950708224_twitter,0
smoke,1178822884950708224_twitter,0
party,1178822884950708224_twitter,0
man,22976563_gab,0
style,22976563_gab,0
nigger,22976563_gab,1
answer,22976563_gab,0
wet,10099455_gab,0
woke,20933909_gab,0
shit,20933909_gab,0
boomer,20933909_gab,0
dyke,20933909_gab,1
feminist,20933909_gab,0
nigger,22313348_gab,1
thrown,22313348_gab,0
looks,22313348_gab,0
muzrats,22313348_gab,1
uk,22313348_gab,0
shithole,22313348_gab,0
try,22313348_gab,0
queers,11152154_gab,0
dykes,11152154_gab,0
trannies,11152154_gab,0
town,11152154_gab,0
fun,11152154_gab,0
place,11152154_gab,0
hang,11152154_gab,0
<number>,11152154_gab,0
longer,11152154_gab,0
hope,11152154_gab,0
twatter,25708251_gab,0
muzrat,25708251_gab,1
money,26609180_gab,0
finance,26609180_gab,0
muzrat,26609180_gab,1
invasion,26609180_gab,0
<user>,1177570446889377793_twitter,0
trick,1177570446889377793_twitter,0
words,1177570446889377793_twitter,0
everyone,1177570446889377793_twitter,0
violence,1177570446889377793_twitter,0
shithole,1179100338185478145_twitter,1
country,1179100338185478145_twitter,0
damn,1179100338185478145_twitter,0
<number>,1178508968404107264_twitter,0
videos,1178508968404107264_twitter,0
gangs,1178508968404107264_twitter,0
niggers,1178508968404107264_twitter,0
beating,1178508968404107264_twitter,0
people,1178508968404107264_twitter,0
super,1178508968404107264_twitter,0
okay,1178261397328842752_twitter,0
woman,1178261397328842752_twitter,0
man,1178261397328842752_twitter,0
gay,1178261397328842752_twitter,0
straight,1178261397328842752_twitter,0
hate,1178261397328842752_twitter,0
pre,1179048198683258880_twitter,0
teen,1179048198683258880_twitter,0
porn,1179048198683258880_twitter,0
food,1179048198683258880_twitter,0
inner,1179048198683258880_twitter,0
gay,1179048198683258880_twitter,0
crazy,1178518576283545602_twitter,0
dumb,1178518576283545602_twitter,0
responsibility,1178518576283545602_twitter,0
<user>,1178683447029764097_twitter,0
refugee,1178683447029764097_twitter,0
immigrants,1178683447029764097_twitter,1
criminals,1178683447029764097_twitter,1
enemy,1178683447029764097_twitter,0
greek,1178683447029764097_twitter,0
people,1178683447029764097_twitter,0
bastards,1178683447029764097_twitter,1
<user>,1178985525040037889_twitter,0
lol,1178985525040037889_twitter,0
look,1178985525040037889_twitter,0
face,1178985525040037889_twitter,0
soy,1178985525040037889_twitter,0
boys,1178985525040037889_twitter,0
want,1178985525040037889_twitter,0
control,1178985525040037889_twitter,0
freedom,1178985525040037889_twitter,0
speak,1178985525040037889_twitter,0
losers,1178985525040037889_twitter,0
u.s.,1179091363725361152_twitter,0
person,1179091363725361152_twitter,0
read,9674365_gab,0
media,9674365_gab,0
story,9674365_gab,0
nigger,9674365_gab,1
lies,9674365_gab,0
reason,9674365_gab,0
plain,9674365_gab,0
fact,9674365_gab,0
thing,9674365_gab,0
article,9674365_gab,0
<user>,1178346911410974720_twitter,0
characters,1178346911410974720_twitter,0
times,1178346911410974720_twitter,0
east,1178346911410974720_twitter,0
asians,1178346911410974720_twitter,0
edgy,1178346911410974720_twitter,0
genius,1178346911410974720_twitter,0
today,1179030936878485509_twitter,0
found,1179030936878485509_twitter,0
muslims,1179030936878485509_twitter,0
wigger,1179030936878485509_twitter,0
idk,1179030936878485509_twitter,0
information,1179030936878485509_twitter,0
<user>,1179103499314851840_twitter,0
ur,1179103499314851840_twitter,0
secular,1179103499314851840_twitter,0
yes,1179103499314851840_twitter,0
india,1179103499314851840_twitter,0
welcome,1179103499314851840_twitter,0
refugee,1179103499314851840_twitter,0
muslims,1179103499314851840_twitter,0
nation,1179103499314851840_twitter,0
basis,1179103499314851840_twitter,0
religion,1179103499314851840_twitter,0
want,1179103499314851840_twitter,0
fr,1179103499314851840_twitter,0
<user>,1179101543079059456_twitter,0
numbers,1179101543079059456_twitter,0
refugee,1179101543079059456_twitter,0
policy,1179101543079059456_twitter,0
dumbest,1179101543079059456_twitter,0
arguments,1179101543079059456_twitter,0
<user>,1179074253439819776_twitter,0
jewish,1179074253439819776_twitter,0
boss,1179074253439819776_twitter,0
capitalism,1179074253439819776_twitter,0
aka,1179074253439819776_twitter,0
brown,1179074253439819776_twitter,0
opening,1179074253439819776_twitter,0
refugee,1179074253439819776_twitter,0
course,1179074253439819776_twitter,0
right,1179074253439819776_twitter,0
kind,1179074253439819776_twitter,0
immigrant,1179074253439819776_twitter,0
lol,1179074253439819776_twitter,0
<user>,1178988817769910272_twitter,0
un,1178988817769910272_twitter,0
refugee,1178988817769910272_twitter,0
camps,1178988817769910272_twitter,0
points,1178988817769910272_twitter,0
immigrants,1178988817769910272_twitter,0
plenty,1178988817769910272_twitter,0
children,1178988817769910272_twitter,0
born,1178988817769910272_twitter,0
rape,1178988817769910272_twitter,0
human,1178988817769910272_twitter,0
behaviour,1178988817769910272_twitter,0
isis,1178988817769910272_twitter,0
asia,1178988817769910272_twitter,0
professor,1179076392769720320_twitter,0
term,1179076392769720320_twitter,0
aliens,1179076392769720320_twitter,0
<user>,1178421242149425153_twitter,0
hate,1178421242149425153_twitter,0
religion,1178421242149425153_twitter,0
hurt,1178421242149425153_twitter,0
bs,1178421242149425153_twitter,0
men,1178421242149425153_twitter,0
ok,1178421242149425153_twitter,0
government,1178421242149425153_twitter,0
human,1178421242149425153_twitter,0
rights,1178421242149425153_twitter,0
joker,1179041207567171587_twitter,0
movie,1179041207567171587_twitter,0
think,1179041207567171587_twitter,0
level,1179041207567171587_twitter,0
male,1179041207567171587_twitter,0
dark,1179041207567171587_twitter,0
violence,1179041207567171587_twitter,0
crap,1179041207567171587_twitter,0
<number>,1179041207567171587_twitter,0
<user>,1178979725252988928_twitter,0
sake,1178979725252988928_twitter,0
diversity,1178979725252988928_twitter,0
kids,1178979725252988928_twitter,0
gang,1178979725252988928_twitter,0
muslim,1178979725252988928_twitter,0
men,1178979725252988928_twitter,0
outrage,1178979725252988928_twitter,0
target,1178889996259840000_twitter,0
tonight,1178889996259840000_twitter,0
oil,1178889996259840000_twitter,0
nail,1178889996259840000_twitter,0
peak,1178889996259840000_twitter,0
gay,1178889996259840000_twitter,0
<user>,1178780156271439874_twitter,0
helmets,1178780156271439874_twitter,0
propaganda,1178780156271439874_twitter,0
arm,1178780156271439874_twitter,0
allies,1178780156271439874_twitter,0
attempt,1178780156271439874_twitter,0
regime,1178780156271439874_twitter,0
change,1178780156271439874_twitter,0
syria,1178780156271439874_twitter,0
refugee,1178780156271439874_twitter,0
europe,1178780156271439874_twitter,0
migrant,1178780156271439874_twitter,0
crisis,1178780156271439874_twitter,0
place,1178780156271439874_twitter,0
need,1178780156271439874_twitter,0
cash,1178780156271439874_twitter,0
george,1178780156271439874_twitter,0
soros,1178780156271439874_twitter,0
organizations,1178780156271439874_twitter,0
birthday,1179102488739352576_twitter,0
action,1179102488739352576_twitter,0
game,1179102488739352576_twitter,0
character,1179102488739352576_twitter,0
queer,1179102488739352576_twitter,0
nigga,1172171170776584192_twitter,0
found,1172171170776584192_twitter,0
water,1172171170776584192_twitter,0
tea,1172171170776584192_twitter,0
sorry,1081024633149698053_twitter,0
someone,1081024633149698053_twitter,0
whoever,1081024633149698053_twitter,0
support,1081024633149698053_twitter,0
storm,1081024633149698053_twitter,0
progressive,1084219799406825472_twitter,0
metal,1084219799406825472_twitter,0
band,1084219799406825472_twitter,0
niggas,1121994389100699648_twitter,0
fake,1121994389100699648_twitter,0
quick,1121994389100699648_twitter,0
break,1121994389100699648_twitter,0
bend,1121994389100699648_twitter,0
nigga,1121994389100699648_twitter,0
cause,1124356264568315906_twitter,0
hoes,1124356264568315906_twitter,1
hole,1124356264568315906_twitter,0
body,1124356264568315906_twitter,0
lil,1124356264568315906_twitter,0
bitches,1124356264568315906_twitter,0
star,1116841221048209408_twitter,0
please,1116841221048209408_twitter,0
girlfriend,1116841221048209408_twitter,0
boyfriend,1116841221048209408_twitter,0
hear,1178736864485937155_twitter,0
straight,1178736864485937155_twitter,0
boy,1178736864485937155_twitter,0
faggot,1178736864485937155_twitter,0
n,1178736864485937155_twitter,0
word,1178736864485937155_twitter,0
swear,1179091375754743809_twitter,0
god,1179091375754743809_twitter,0
wanna,1179091375754743809_twitter,1
way,1179091375754743809_twitter,0
cry,1179091375754743809_twitter,0
fear,1179091375754743809_twitter,0
tears,1179091375754743809_twitter,0
<user>,1179016859686985728_twitter,0
think,1179016859686985728_twitter,0
women,1179016859686985728_twitter,0
support,1179016859686985728_twitter,0
male,1179016859686985728_twitter,0
victims,1179016859686985728_twitter,0
gun,1179016859686985728_twitter,0
violence,1179016859686985728_twitter,0
felt,1179016859686985728_twitter,0
someone,1179016859686985728_twitter,0
argue,1179016859686985728_twitter,0
evidence,1179016859686985728_twitter,0
attempt,1179016859686985728_twitter,0
break,1179016859686985728_twitter,0
<user>,1179047556535455744_twitter,0
muslim,1179047556535455744_twitter,0
dumb,1179047556535455744_twitter,1
towel,1179047556535455744_twitter,1
head,1179047556535455744_twitter,1
camel,1179047556535455744_twitter,1
jockey,1179047556535455744_twitter,1
whore,1179047556535455744_twitter,1
<user>,1178994611190210560_twitter,0
hey,1178994611190210560_twitter,0
jihadi,1178994611190210560_twitter,0
bjp,1178994611190210560_twitter,0
countries,1178994611190210560_twitter,0
become,1178994611190210560_twitter,0
hindu,1178994611190210560_twitter,0
secular,1178994611190210560_twitter,0
value,1178994611190210560_twitter,0
<number>,1178994611190210560_twitter,0
muslim,1178994611190210560_twitter,0
country,1178994611190210560_twitter,0
<percent>,1178994611190210560_twitter,0
<user>,1179079460236255235_twitter,0
thing,1179079460236255235_twitter,0
refugee,1179079460236255235_twitter,0
parents,1179079460236255235_twitter,0
question,1179079460236255235_twitter,0
children,1179079460236255235_twitter,0
homeland,1179079460236255235_twitter,0
iraqi,1179079460236255235_twitter,0
refugees,1179079460236255235_twitter,0
countries,1179079460236255235_twitter,0
ask,1179079460236255235_twitter,0
help,1179079460236255235_twitter,0
stand,1179079460236255235_twitter,0
think,4584513_gab,0
<number>,4584513_gab,0
iq,4584513_gab,0
bit,4584513_gab,0
muzzies,4584513_gab,1
dealt,4584513_gab,0
kike,15988874_gab,1
mean,6944990_gab,0
muslim,6944990_gab,1
ms,6944990_gab,0
bar,6944990_gab,0
moslem,6944990_gab,0
day,6944990_gab,0
night,6944990_gab,0
yo,6944990_gab,1
infidel,6944990_gab,1
girl,6944990_gab,1
escape,6944990_gab,0
sight,6944990_gab,0
worship,6944990_gab,0
civilizations,6944990_gab,0
jihadi,6944990_gab,1
suicide,6944990_gab,1
light,6944990_gab,1
<user>,1179101617477619712_twitter,0
funny,1179101617477619712_twitter,0
guy,1179101617477619712_twitter,0
<user>,1178784129867010049_twitter,0
house,1178784129867010049_twitter,0
calls,1178784129867010049_twitter,0
muzrat,25559720_gab,1
glad,1178750958718914561_twitter,0
found,1178750958718914561_twitter,0
self,1178750958718914561_twitter,0
respect,1178750958718914561_twitter,0
acknowledge,1178750958718914561_twitter,0
nigga,1178750958718914561_twitter,0
air,1178750958718914561_twitter,0
yo,1178750958718914561_twitter,0
club,1178750958718914561_twitter,0
gotta,1178750958718914561_twitter,0
child,1178750958718914561_twitter,0
half,1178750958718914561_twitter,0
dyke,1178773716769087488_twitter,0
call,1178773716769087488_twitter,0
c,1178773716769087488_twitter,0
girl,1178773716769087488_twitter,0
fuck,1178773716769087488_twitter,0
yeah,18875062_gab,0
try,18875062_gab,0
bitch,18875062_gab,0
shove,18875062_gab,0
snow,18875062_gab,0
nigger,18875062_gab,1
ass,18875062_gab,0
story,1179062548064329729_twitter,0
wise,1179062548064329729_twitter,0
describe,1179062548064329729_twitter,0
fantasy,1179062548064329729_twitter,0
disease,1179062548064329729_twitter,0
club,1179062548064329729_twitter,0
feels,1179062548064329729_twitter,0
tbh,1179062548064329729_twitter,0
<user>,1179102625360486400_twitter,0
sorry,1179102625360486400_twitter,0
slut,1179102625360486400_twitter,1
jews,23888587_gab,0
tucker,23888587_gab,0
mother,23888587_gab,1
want,23888587_gab,0
war,23888587_gab,0
u.s.,23888587_gab,0
russia,23888587_gab,0
kike,23888587_gab,1
money,27948516_gab,0
lick,27948516_gab,0
dogs,27948516_gab,0
asshole,27948516_gab,0
wetback,27948516_gab,1
<user>,1178939497456779264_twitter,0
redneck,1178939497456779264_twitter,0
anyone,1179098848876257280_twitter,0
resources,1179098848876257280_twitter,0
fun,1179098848876257280_twitter,0
things,1179098848876257280_twitter,0
internet,1179098848876257280_twitter,0
v,1179098848876257280_twitter,0
queer,1179098848876257280_twitter,0
trans,1179098848876257280_twitter,0
men,1179098848876257280_twitter,0
people,1179098848876257280_twitter,0
<user>,1179094659261485057_twitter,0
thought,1179094659261485057_twitter,0
photo,1179094659261485057_twitter,0
post,1179094659261485057_twitter,0
office,1179094659261485057_twitter,0
refugees,1179094659261485057_twitter,0
share,1179094659261485057_twitter,0
info,1179094659261485057_twitter,0
support,1179094659261485057_twitter,0
level,1179094659261485057_twitter,0
refugee,1179094659261485057_twitter,0
camps,1179094659261485057_twitter,0
rent,1179094659261485057_twitter,0
<number>,1179094659261485057_twitter,0
<user>,1178744077791023104_twitter,0
half,1178744077791023104_twitter,0
girls,1178744077791023104_twitter,0
shameless,1178744077791023104_twitter,0
folks,1178744077791023104_twitter,0
self,1178744077791023104_twitter,0
society,1178744077791023104_twitter,0
<user>,1179087145996345345_twitter,0
looks,1179087145996345345_twitter,0
victim,1179087145996345345_twitter,0
government,1179087145996345345_twitter,0
property,1179087145996345345_twitter,0
become,1179087145996345345_twitter,0
refugee,1179087145996345345_twitter,0
home,1179087145996345345_twitter,0
way,1179087145996345345_twitter,0
life,1179087145996345345_twitter,0
thanks,1179087145996345345_twitter,0
trudeau,1179087145996345345_twitter,0
<number>,15968656_gab,0
days,15968656_gab,0
twitter,15968656_gab,0
ban,15968656_gab,0
word,15968656_gab,0
nigger,15968656_gab,1
attitude,15968656_gab,0
person,15968656_gab,0
number,15968656_gab,0
wonderful,15968656_gab,0
people,15968656_gab,0
term,15968656_gab,0
boo,1179091366283862016_twitter,0
sorry,1179091366283862016_twitter,0
scare,1179091366283862016_twitter,0
means,1179091366283862016_twitter,0
ur,1179091366283862016_twitter,0
halloween,1179091366283862016_twitter,0
hoe,1179091366283862016_twitter,0
year,1179091366283862016_twitter,0
jack,1179091366283862016_twitter,0
slut,1179091366283862016_twitter,0
life,1179091366283862016_twitter,0
hoes,1179091366283862016_twitter,0
thot,1179091366283862016_twitter,0
<user>,1178824831560802304_twitter,0
omg,1178824831560802304_twitter,0
uber,1178824831560802304_twitter,0
ok,1178824831560802304_twitter,0
bitch,1178824831560802304_twitter,1
pay,1178824831560802304_twitter,0
attention,1178824831560802304_twitter,0
<user>,1178758354547740672_twitter,0
wall,1178758354547740672_twitter,0
house,1178758354547740672_twitter,0
built,1178758354547740672_twitter,0
immigrants,1178758354547740672_twitter,0
immigrant,1178758354547740672_twitter,0
god,1178507517242068993_twitter,0
trailer,1178507517242068993_twitter,0
trash,1178507517242068993_twitter,0
<user>,1178507517242068993_twitter,0
<user>,3775928_gab,0
heard,3775928_gab,0
alt,3775928_gab,0
right,3775928_gab,0
country,3775928_gab,0
borders,3775928_gab,0
market,3775928_gab,0
welfare,3775928_gab,0
system,3775928_gab,0
peace,3775928_gab,0
muzzies,3775928_gab,1
wetbacks,3775928_gab,1
everything,3775928_gab,0
reasons,23996510_gab,0
evidence,23996510_gab,0
wife,23996510_gab,0
cannot,23996510_gab,0
figure,23996510_gab,0
girls,23996510_gab,0
hook,23996510_gab,0
nigger,23996510_gab,1
<user>,3942665_gab,0
putin,3942665_gab,0
something,3942665_gab,0
russia,3942665_gab,0
jews,3942665_gab,0
europe,3942665_gab,0
kike,3942665_gab,1
nigger,9055724_gab,1
head,9055724_gab,0
ass,9055724_gab,0
trump,9055724_gab,0
fair,9055724_gab,0
elections,9055724_gab,0
election,9055724_gab,0
fraud,9055724_gab,0
bs,9055724_gab,0
gab,9055724_gab,0
fam,9055724_gab,0
speak,9055724_gab,0
chat,9055724_gab,0
americans,9055724_gab,0
elite,14771408_gab,0
import,14771408_gab,0
iq,14771408_gab,0
moslem,14771408_gab,1
welfare,14771408_gab,0
section,14771408_gab,0
<number>,14771408_gab,0
muzzies,12812475_gab,1
trannies,12812475_gab,1
step,12812475_gab,0
need,12812475_gab,0
catholic,1087834593204539392_twitter,0
hebrew,1087834593204539392_twitter,0
walk,1087834593204539392_twitter,0
bar,1087834593204539392_twitter,0
heard,1177589485946773504_twitter,0
hoe,1177589485946773504_twitter,0
freak,1174848185342316545_twitter,0
hoe,1174848185342316545_twitter,1
nigga,1181368721635516417_twitter,0
gay,1181368721635516417_twitter,0
people,1181368721635516417_twitter,0
nigga,1170331481966862336_twitter,0
walk,1170331481966862336_twitter,0
money,1170331481966862336_twitter,0
stop,1170331481966862336_twitter,0
trust,1187894714718216194_twitter,0
bitch,1187894714718216194_twitter,1
friend,1187894714718216194_twitter,0
somehow,1179102227887247360_twitter,0
wish,1179102227887247360_twitter,0
man,1179102227887247360_twitter,0
today,1179102227887247360_twitter,0
god,1179102227887247360_twitter,0
bless,1179102227887247360_twitter,0
trap,1179102227887247360_twitter,0
niggas,1179102227887247360_twitter,0
october,1179102227887247360_twitter,0
tommy,26513396_gab,0
kike,26513396_gab,1
robinson,26513396_gab,0
<user>,1178132546787450881_twitter,0
lmfao,1178132546787450881_twitter,0
<user>,1179096234591735808_twitter,0
cause,1179096234591735808_twitter,0
joke,1179096234591735808_twitter,0
<user>,1178435953288982529_twitter,0
